Planet Name,Number of Stars,Number of Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period (days),Planet Radius (Earth Radius),Planet Mass,Distance From Earth,Release Date
MASCARA-4 b,2,1,Transit,2020,Multiple Observatories,2.8240759,,,170.696,3/4/2024 0:00
MOA-2007-BLG-192L b,1,1,Microlensing,2008,MOA,,,3.3,1000,10/29/2014 0:00
MOA-2007-BLG-400L b,1,1,Microlensing,2008,MOA,,,540.30829,6890,2/17/2023 0:00
MOA-2008-BLG-310L b,1,1,Microlensing,2009,MOA,,,23.4,7700,12/5/2019 0:00
MOA-2008-BLG-379L b,1,1,Microlensing,2013,MOA,,,1300,3300,12/5/2019 0:00
MOA-2009-BLG-266L b,1,1,Microlensing,2011,MOA,2800,,10.4,3040,6/8/2022 0:00
MOA-2009-BLG-319L b,1,1,Microlensing,2010,MOA,,,67.3,7050,2/11/2021 0:00
MOA-2009-BLG-387L b,1,1,Microlensing,2010,MOA,1980,,830,5690,6/8/2022 0:00
MOA-2010-BLG-073L b,1,1,Microlensing,2012,MOA,,,3500,2800,5/14/2014 0:00
MOA-2010-BLG-117L b,1,1,Microlensing,2018,MOA,,,170,3500,12/5/2019 0:00
MOA-2010-BLG-328L b,1,1,Microlensing,2013,MOA,,,109,4600,8/30/2021 0:00
MOA-2010-BLG-353L b,1,1,Microlensing,2015,MOA,,,73,7170,6/9/2016 0:00
MOA-2010-BLG-477L b,1,1,Microlensing,2012,MOA,,,480,2300,12/5/2019 0:00
MOA-2011-BLG-028L b,1,1,Microlensing,2016,MOA,,,30,7380,12/5/2019 0:00
MOA-2011-BLG-262L b,1,1,Microlensing,2014,MOA,,,0.47,560,12/5/2019 0:00
MOA-2011-BLG-291L b,1,1,Microlensing,2018,MOA,,,18,8600,12/5/2019 0:00
MOA-2011-BLG-293L b,1,1,Microlensing,2012,MOA,3000,,760,7150,6/8/2022 0:00
MOA-2011-BLG-322L b,1,1,Microlensing,2013,MOA,,,3690,7560,5/14/2014 0:00
MOA-2012-BLG-006L b,1,1,Microlensing,2017,Multiple Observatories,,,2700,5300,9/15/2017 0:00
MOA-2012-BLG-505L b,1,1,Microlensing,2017,MOA,,,6.7,7210,12/5/2019 0:00
MOA-2013-BLG-220L b,1,1,Microlensing,2014,MOA,,,871,6720,12/3/2020 0:00
MOA-2013-BLG-605L b,1,1,Microlensing,2016,MOA,,,20.58,3550,12/5/2019 0:00
MOA-2015-BLG-337L b,1,1,Microlensing,2018,MOA,,,5720,6300,12/5/2019 0:00
MOA-2016-BLG-227L b,1,1,Microlensing,2017,MOA,,,1300,6800,12/5/2019 0:00
MOA-2016-BLG-319L b,1,1,Microlensing,2018,MOA,,,210,6800,12/5/2019 0:00
MOA-2016-BLG-526L b,1,1,Microlensing,2024,MOA,,,14.30228,6940,10/11/2024 0:00
MOA-2019-BLG-008L b,1,1,Microlensing,2022,MOA,,,7945.71018,2200,11/29/2022 0:00
MOA-2020-BLG-135L b,1,1,Microlensing,2022,MOA,,,25,8300,1/4/2023 0:00
MOA-2020-BLG-208L b,1,1,Microlensing,2023,MOA,,,46,7490,6/12/2023 0:00
MOA-2022-BLG-249L b,1,1,Microlensing,2023,MOA,,,4.83,2000,7/21/2023 0:00
MOA-2022-BLG-563L b,1,1,Microlensing,2024,MOA,,,127.13136,6530,6/10/2024 0:00
MOA-bin-1L b,1,1,Microlensing,2012,MOA,,,1200,5100,5/14/2014 0:00
MOA-bin-29 b,1,1,Microlensing,2019,MOA,,,200,6890,12/5/2019 0:00
MWC 758 c,1,1,Imaging,2023,Large Binocular Telescope Observatory,,,,159.537,8/22/2023 0:00
MXB 1658-298 b,2,1,Eclipse Timing Variations,2017,Multiple Observatories,760,,7532.571,,7/27/2017 0:00
NGC 2682 Sand 1429 b,1,1,Radial Velocity,2024,Multiple Observatories,77.48,,572.09113,852.793,3/25/2024 0:00
NGC 2682 Sand 364 b,1,1,Radial Velocity,2014,Multiple Observatories,121.71,,2126.2827,817.192,9/6/2018 0:00
NGC 2682 Sand 978 b,1,1,Radial Velocity,2017,Multiple Observatories,511.21,,692.8694,821.918,3/30/2017 0:00
NGC 2682 YBP 1194 b,1,1,Radial Velocity,2014,Multiple Observatories,6.96,,104.8839,872.92,3/30/2017 0:00
NGC 2682 YBP 1514 b,1,1,Radial Velocity,2014,Multiple Observatories,5.118,,127.132,914.221,3/30/2017 0:00
NGC 2682 YBP 401 b,1,1,Radial Velocity,2016,La Silla Observatory,4.087,,133.4886,830.822,3/30/2017 0:00
NGTS-1 b,1,1,Transit,2017,Next-Generation Transit Survey (NGTS),2.6473068,,,218.121,3/4/2024 0:00
NGTS-10 b,1,1,Transit,2020,Next-Generation Transit Survey (NGTS),0.7668944,13.507,687.14846,,3/19/2020 0:00
NGTS-11 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),35.4557945,8.981,,190.422,10/22/2024 0:00
NGTS-12 b,1,1,Transit,2020,Next-Generation Transit Survey (NGTS),7.5337657,10.611,,446.442,5/3/2023 0:00
NGTS-13 b,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),4.1197036,9.064,,647.595,8/30/2024 0:00
NGTS-14 A b,2,1,Transit,2021,Next-Generation Transit Survey (NGTS),3.535713,4.586,,322.148,8/30/2024 0:00
NGTS-15 b,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),3.27623,12.33,238.68913,786.485,4/23/2021 0:00
NGTS-16 b,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),4.84532,14.572,211.99155,898.168,4/23/2021 0:00
NGTS-17 b,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),3.24253,13.899,242.8209,1040.28,4/23/2021 0:00
NGTS-18 b,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),3.05205702,13.645,,1096.19,5/3/2023 0:00
NGTS-2 b,1,1,Transit,2018,Next-Generation Transit Survey (NGTS),4.511123,,,356.391,3/4/2024 0:00
NGTS-20 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),54.3212423,11.635,,382.898,9/30/2024 0:00
NGTS-21 b,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),1.5433897,14.908,750.07504,592.891,10/18/2022 0:00
NGTS-23 b,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),4.0764326,14.202,194.82881,1074.95,11/14/2022 0:00
NGTS-24 b,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),3.4671474,11.64,,683.062,8/30/2024 0:00
NGTS-25 b,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),2.823093,11.467,203.09235,521.233,1/4/2023 0:00
NGTS-26 b,1,1,Transit,2024,Next-Generation Transit Survey (NGTS),4.5199279,14.886,92.80589,1093.69,6/10/2024 0:00
NGTS-27 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.3704313,13.694,,942.122,8/30/2024 0:00
NGTS-3 A b,2,1,Transit,2018,Next-Generation Transit Survey (NGTS),1.67515676,13.237,,743.972,8/9/2022 0:00
NGTS-30 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),,9.93,,238.377,8/30/2024 0:00
NGTS-33 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.827972,18.383,1153.71712,437.855,12/10/2024 0:00
NGTS-4 b,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),1.33723492,3.027,,280.555,8/8/2022 0:00
NGTS-5 b,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),3.3575477,12.652,,306.779,8/30/2024 0:00
NGTS-6 b,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),0.88206243,8.389,,308.262,9/16/2024 0:00
NGTS-8 b,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),2.4997,12.218,295.5819,428.976,11/21/2019 0:00
NGTS-9 b,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),4.435272,,,609.128,10/18/2022 0:00
NN Ser c,2,2,Eclipse Timing Variations,2010,Multiple Observatories,5660,,2196.11,515.818,5/16/2014 0:00
NN Ser d,2,2,Eclipse Timing Variations,2010,Multiple Observatories,2830,,724.622,515.818,5/16/2014 0:00
NSVS 14256825 b,2,1,Eclipse Timing Variations,2019,Multiple Observatories,3225,,4497.2945,820.877,6/13/2019 0:00
NY Vir b,2,2,Eclipse Timing Variations,2011,Multiple Observatories,3160,,845.4278,544.024,10/24/2019 0:00
NY Vir c,2,2,Eclipse Timing Variations,2019,Winer Observatory,8799,,1760.7782,544.024,10/24/2019 0:00
OGLE-2003-BLG-235L b,1,1,Microlensing,2004,OGLE,,,830,5800,2/25/2016 0:00
OGLE-2005-BLG-071L b,1,1,Microlensing,2005,OGLE,,,1200,3200,6/27/2022 0:00
OGLE-2005-BLG-169L b,1,1,Microlensing,2006,OGLE,,,13,2700,3/26/2018 0:00
OGLE-2005-BLG-390L b,1,1,Microlensing,2005,OGLE,3285,,5.5,6600,10/29/2014 0:00
OGLE-2006-BLG-109L b,1,2,Microlensing,2008,OGLE,1788.5,,231,1510,11/5/2014 0:00
OGLE-2006-BLG-109L c,1,2,Microlensing,2008,OGLE,4927.5,,86,1510,11/5/2014 0:00
OGLE-2006-BLG-284L A b,2,1,Microlensing,2020,OGLE,,,144,4000,1/4/2023 0:00
OGLE-2007-BLG-349L AB c,2,1,Microlensing,2016,OGLE,2557,,80,2760,9/8/2021 0:00
OGLE-2007-BLG-368L b,1,1,Microlensing,2009,OGLE,,,20,5900,11/5/2014 0:00
OGLE-2008-BLG-092L b,2,1,Microlensing,2014,OGLE,,,57,8100,10/29/2014 0:00
OGLE-2008-BLG-355L b,1,1,Microlensing,2014,OGLE,,,1500,6800,6/11/2014 0:00
OGLE-2011-BLG-0173L b,1,1,Microlensing,2018,OGLE,,,57,6000,12/5/2019 0:00
OGLE-2011-BLG-0251L b,1,1,Microlensing,2012,OGLE,,,140,2710,12/5/2019 0:00
OGLE-2011-BLG-0265L b,1,1,Microlensing,2015,OGLE,,,280,4380,3/5/2015 0:00
OGLE-2012-BLG-0026L b,1,2,Microlensing,2012,OGLE,,,46.1,4019,7/7/2016 0:00
OGLE-2012-BLG-0026L c,1,2,Microlensing,2012,OGLE,,,270,4019,7/7/2016 0:00
OGLE-2012-BLG-0358L b,1,1,Microlensing,2013,OGLE,,,578,1730,12/5/2019 0:00
OGLE-2012-BLG-0406L b,1,1,Microlensing,2013,OGLE,,,1200,5100,12/5/2019 0:00
OGLE-2012-BLG-0563L b,1,1,Microlensing,2015,OGLE,,,123,1300,8/13/2015 0:00
OGLE-2012-BLG-0724L b,1,1,Microlensing,2016,OGLE,,,150,6700,12/5/2019 0:00
OGLE-2012-BLG-0838L b,1,1,Microlensing,2020,OGLE,,,53.1,6320,6/24/2020 0:00
OGLE-2012-BLG-0950L b,1,1,Microlensing,2016,OGLE,,,25,4200,12/5/2019 0:00
OGLE-2013-BLG-0102L b,1,1,Microlensing,2014,OGLE,,,4400,3150,12/5/2019 0:00
OGLE-2013-BLG-0132L b,1,1,Microlensing,2017,OGLE,,,92,3900,10/26/2017 0:00
OGLE-2013-BLG-0341L B b,2,1,Microlensing,2014,OGLE,,,2.32,1161,12/5/2019 0:00
OGLE-2013-BLG-0911L b,1,1,Microlensing,2019,OGLE,,,,,4/2/2020 0:00
OGLE-2013-BLG-1721L b,1,1,Microlensing,2017,OGLE,,,200,6300,10/26/2017 0:00
OGLE-2013-BLG-1761L b,1,1,Microlensing,2018,OGLE,,,860,6900,12/5/2019 0:00
OGLE-2014-BLG-0124L b,1,1,Microlensing,2015,OGLE,,,206.58846,3500,7/10/2023 0:00
OGLE-2014-BLG-0221L b,1,1,Microlensing,2024,OGLE,,,15452.81715,2940,7/12/2024 0:00
OGLE-2014-BLG-0319L b,1,1,Microlensing,2022,OGLE,,,181.16219,7730,3/28/2022 0:00
OGLE-2014-BLG-0676L b,1,1,Microlensing,2016,OGLE,,,1185.49996,2670,8/1/2022 0:00
OGLE-2014-BLG-1722L b,1,2,Microlensing,2018,OGLE,,,55,6380,12/5/2019 0:00
OGLE-2014-BLG-1722L c,1,2,Microlensing,2018,OGLE,,,83.3,6380,12/5/2019 0:00
OGLE-2014-BLG-1760L b,1,1,Microlensing,2016,OGLE,,,180,6860,11/10/2016 0:00
OGLE-2015-BLG-0051L b,1,1,Microlensing,2016,OGLE,,,230,8200,10/6/2016 0:00
OGLE-2015-BLG-0954L b,1,1,Microlensing,2016,KMTNet,,,1100,1200,12/5/2019 0:00
OGLE-2015-BLG-0966L b,1,1,Microlensing,2016,OGLE,,,21,2500,12/5/2019 0:00
OGLE-2015-BLG-1649L b,1,1,Microlensing,2019,OGLE,,,807,4230,10/24/2019 0:00
OGLE-2015-BLG-1670L b,1,1,Microlensing,2019,OGLE,,,17.9,6700,8/30/2021 0:00
OGLE-2015-BLG-1771L b,1,1,Microlensing,2020,OGLE,,,740.9,6850,6/24/2020 0:00
OGLE-2016-BLG-0263L b,1,1,Microlensing,2017,OGLE,,,1300,6500,12/5/2019 0:00
OGLE-2016-BLG-0613L AB b,2,1,Microlensing,2017,OGLE,,,957,3560,12/5/2019 0:00
OGLE-2016-BLG-1067L b,1,1,Microlensing,2019,OGLE,,,140,3680,12/5/2019 0:00
OGLE-2016-BLG-1093L b,1,1,Microlensing,2022,OGLE,,,232.01474,7930,2/17/2023 0:00
OGLE-2016-BLG-1190L b,1,1,Microlensing,2017,OGLE,1220,,4253,6770,6/27/2022 0:00
OGLE-2016-BLG-1195L b,1,1,Microlensing,2017,OGLE,,,1.43,3910,12/5/2019 0:00
OGLE-2016-BLG-1227L b,1,1,Microlensing,2020,OGLE,,,1580,,4/2/2020 0:00
OGLE-2016-BLG-1598L b,1,1,Microlensing,2024,OGLE,,,117.59651,5910,10/11/2024 0:00
OGLE-2016-BLG-1800L b,1,1,Microlensing,2024,OGLE,,,791.39273,6470,10/11/2024 0:00
OGLE-2017-BLG-0173L b,1,1,Microlensing,2018,OGLE,,,8.95,4800,12/5/2019 0:00
OGLE-2017-BLG-0373L b,1,1,Microlensing,2018,OGLE,,,60.1,5810,12/5/2019 0:00
OGLE-2017-BLG-0406L b,1,1,Microlensing,2020,OGLE,,,,,7/9/2020 0:00
OGLE-2017-BLG-0448L b,1,1,Microlensing,2024,OGLE,,,15.6,7530,8/29/2024 0:00
OGLE-2017-BLG-0482L b,1,1,Microlensing,2018,OGLE,,,9,5800,12/5/2019 0:00
OGLE-2017-BLG-0604L b,1,1,Microlensing,2020,OGLE,,,160,3950,11/5/2020 0:00
OGLE-2017-BLG-0640L b,1,1,Microlensing,2024,OGLE,,,514.88202,6630,4/5/2024 0:00
OGLE-2017-BLG-1049L b,1,1,Microlensing,2020,OGLE,,,1760,5670,4/1/2021 0:00
OGLE-2017-BLG-1099L b,1,1,Microlensing,2021,OGLE,,,959.84179,7250,3/9/2022 0:00
OGLE-2017-BLG-1140L b,1,1,Microlensing,2018,OGLE,,,515,,12/5/2019 0:00
OGLE-2017-BLG-1237L b,1,1,Microlensing,2024,OGLE,,,1207.74795,6030,4/5/2024 0:00
OGLE-2017-BLG-1275L b,1,1,Microlensing,2024,OGLE,,,1875.1876,7690,4/5/2024 0:00
OGLE-2017-BLG-1375L b,1,1,Microlensing,2020,OGLE,,,3585,3930,11/5/2020 0:00
OGLE-2017-BLG-1434L b,1,1,Microlensing,2018,OGLE,,,4.43,860,10/4/2021 0:00
OGLE-2017-BLG-1522L b,1,1,Microlensing,2018,OGLE,,,240,7490,4/12/2018 0:00
OGLE-2017-BLG-1691L b,1,1,Microlensing,2022,OGLE,,,,,11/2/2022 0:00
OGLE-2017-BLG-1806L b,1,1,Microlensing,2023,OGLE,,,5.47,3010,2/17/2023 0:00
OGLE-2018-BLG-0298L b,1,1,Microlensing,2022,OGLE,,,44.49598,6540,4/10/2023 0:00
OGLE-2018-BLG-0383L b,1,1,Microlensing,2022,OGLE,,,6.4,7700,1/24/2022 0:00
OGLE-2018-BLG-0506L b,1,1,Microlensing,2022,OGLE,,,16.3,5600,2/17/2023 0:00
OGLE-2018-BLG-0516L b,1,1,Microlensing,2022,OGLE,,,20.1,7000,2/17/2023 0:00
OGLE-2018-BLG-0532L b,1,1,Microlensing,2020,OGLE,,,6.554,804,1/24/2022 0:00
OGLE-2018-BLG-0567L b,1,1,Microlensing,2021,OGLE,,,101.70509,7060,9/27/2021 0:00
OGLE-2018-BLG-0596L b,1,1,Microlensing,2019,OGLE,,,1.19,5950,12/5/2019 0:00
OGLE-2018-BLG-0677L b,1,1,Microlensing,2020,OGLE,,,3.96,7580,6/24/2020 0:00
OGLE-2018-BLG-0740L b,1,1,Microlensing,2019,OGLE,3140,,1400,3200,6/27/2022 0:00
OGLE-2018-BLG-0799L b,1,1,Microlensing,2022,OGLE,,,514.88202,7060,3/15/2023 0:00
OGLE-2018-BLG-0932L b,1,1,Microlensing,2022,KMTNet,,,282.86728,6620,5/3/2023 0:00
OGLE-2018-BLG-0962L b,1,1,Microlensing,2021,OGLE,,,425.89007,6500,9/27/2021 0:00
OGLE-2018-BLG-0977L b,1,1,Microlensing,2022,OGLE,,,6.4,6500,2/17/2023 0:00
OGLE-2018-BLG-1011L b,1,2,Microlensing,2019,OGLE,,,570,7100,12/5/2019 0:00
OGLE-2018-BLG-1011L c,1,2,Microlensing,2019,OGLE,,,890,7100,12/5/2019 0:00
OGLE-2018-BLG-1119L b,1,1,Microlensing,2022,OGLE,,,289.22385,5760,4/10/2023 0:00
OGLE-2018-BLG-1126L b,1,1,Microlensing,2022,KMTNet,,,19.0697,5700,5/3/2023 0:00
OGLE-2018-BLG-1185L b,1,1,Microlensing,2021,OGLE,,,2.1,5450,10/19/2021 0:00
OGLE-2018-BLG-1212L b,1,1,Microlensing,2022,KMTNet,,,63.56568,1550,5/3/2023 0:00
OGLE-2018-BLG-1269L b,1,1,Microlensing,2020,OGLE,,,,,10/8/2020 0:00
OGLE-2018-BLG-1367L b,1,1,Microlensing,2022,KMTNet,,,301.93699,5370,5/3/2023 0:00
OGLE-2018-BLG-1428L b,1,1,Microlensing,2021,OGLE,,,240,6220,4/1/2021 0:00
OGLE-2018-BLG-1647L b,1,1,Microlensing,2022,KMTNet,,,308.29355,7880,5/3/2023 0:00
OGLE-2018-BLG-1700L b,2,1,Microlensing,2020,OGLE,,,1400,7600,6/24/2020 0:00
OGLE-2019-BLG-0249L b,1,1,Microlensing,2023,OGLE,,,2210.17874,6687,5/26/2023 0:00
OGLE-2019-BLG-0299L b,1,1,Microlensing,2021,OGLE,,,1976.89269,5830,3/9/2022 0:00
OGLE-2019-BLG-0304L b,2,1,Microlensing,2021,OGLE,,,162.09249,6980,11/18/2021 0:00
OGLE-2019-BLG-0362L b,1,1,Microlensing,2022,OGLE,,,1061.54688,5720,8/16/2022 0:00
OGLE-2019-BLG-0468L b,1,2,Microlensing,2022,OGLE,,,1090.15144,4400,2/7/2023 0:00
OGLE-2019-BLG-0468L c,1,2,Microlensing,2022,OGLE,,,3222.78005,4400,2/7/2023 0:00
OGLE-2019-BLG-0679L b,1,1,Microlensing,2023,OGLE,,,1061.54688,5630,5/26/2023 0:00
OGLE-2019-BLG-0954L b,1,1,Microlensing,2021,OGLE,,,4513.16338,3630,8/3/2021 0:00
OGLE-2019-BLG-0960L b,1,1,Microlensing,2021,OGLE,,,1.8,700,1/10/2022 0:00
OGLE-2019-BLG-1053L b,1,1,Microlensing,2021,KMTNet,,,2.46,6700,2/17/2023 0:00
OGLE-2019-BLG-1180L b,1,1,Microlensing,2023,OGLE,,,555.24623,6070,1/5/2024 0:00
OGLE-2019-BLG-1470L AB c,2,1,Microlensing,2022,OGLE,,,985.26806,5600,9/19/2022 0:00
OGLE-2019-BLG-1492L b,1,1,Microlensing,2022,OGLE,,,37.1,5600,2/17/2023 0:00
OGLE-2023-BLG-0836L b,2,1,Microlensing,2024,OGLE,,,1385.73185,5120,6/10/2024 0:00
OGLE-TR-10 b,1,1,Transit,2004,OGLE,3.101278,14.011,359.1479,1344.97,3/21/2019 0:00
OGLE-TR-111 b,1,1,Transit,2004,OGLE,4.0144477,11.781,247.9074,1068.33,3/21/2019 0:00
OGLE-TR-113 b,1,1,Transit,2004,OGLE,1.43282549,18.224,,566.459,7/10/2023 0:00
OGLE-TR-132 b,1,1,Transit,2004,OGLE,1.68986531,13.451,858.141,2012.62,3/21/2019 0:00
OGLE-TR-182 b,1,1,Transit,2007,OGLE,3.9791,16.477,340.0781,2501.75,3/21/2019 0:00
OGLE-TR-211 b,1,1,Transit,2007,OGLE,3.67724,14.146,216.1244,1515.26,3/21/2019 0:00
OGLE-TR-56 b,1,1,Transit,2002,OGLE,1.21191126,,,2164.25,10/18/2022 0:00
OGLE2-TR-L9 b,1,1,Transit,2008,OGLE,2.48558064,36.509,,1627.63,8/8/2022 0:00
Oph 11 b,1,1,Imaging,2006,Gemini Observatory,,,5720.91133,,5/8/2024 0:00
PDS 70 b,1,2,Imaging,2018,Paranal Observatory,,30.488,953.49,113.064,7/9/2020 0:00
PDS 70 c,1,2,Imaging,2019,European Southern Observatory,,22.866,635.66,113.064,7/9/2020 0:00
PH1 b,4,1,Transit,2012,Kepler,138.317,6.18,169,1033.16,5/14/2014 0:00
PH2 b,1,1,Transit,2013,Kepler,282.5254856,9.441,,343.863,12/5/2024 0:00
POTS-1 b,1,1,Transit,2013,La Silla Observatory,3.1606296,10.548,734.16,747.959,5/14/2014 0:00
PSR B0329+54 b,1,1,Pulsar Timing,2017,Multiple Facilities,10140,,1.97,,12/5/2019 0:00
PSR B1257+12 b,1,3,Pulsar Timing,1994,Arecibo Observatory,25.262,,0.02,600,12/6/2018 0:00
PSR B1257+12 c,1,3,Pulsar Timing,1992,Arecibo Observatory,66.5419,,4.3,600,12/6/2018 0:00
PSR B1257+12 d,1,3,Pulsar Timing,1992,Arecibo Observatory,98.2114,,3.9,600,12/6/2018 0:00
PSR B1620-26 b,2,1,Pulsar Timing,2003,Hubble Space Telescope,,,794.575,,4/30/2015 0:00
PSR J1719-1438 b,1,1,Pulsar Timing,2011,Parkes Observatory,0.09070629,,382.8,1200,5/14/2014 0:00
PSR J2322-2650 b,1,1,Pulsar Timing,2017,Parkes Observatory,0.322964,,252.64307,230,12/21/2017 0:00
PZ Tel b,1,1,Imaging,2023,W. M. Keck Observatory,44000,,8581.36699,47.0648,4/10/2023 0:00
Pr0201 b,1,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,4.4264,,171.6282,180.64,9/6/2018 0:00
Pr0211 b,2,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,2.1461,,597.5204,182.714,2/11/2016 0:00
Pr0211 c,2,2,Radial Velocity,2016,Roque de los Muchachos Observatory,4850,,2475.8957,182.714,2/11/2016 0:00
Proxima Cen b,3,1,Radial Velocity,2016,European Southern Observatory,11.185,,1,1.30119,5/15/2023 0:00
Qatar-1 b,1,1,Transit,2010,Qatar,1.42002444,,,185.615,3/4/2024 0:00
Qatar-10 b,1,1,Transit,2019,Qatar,1.64532652,,,559.068,3/4/2024 0:00
Qatar-2 b,1,1,Transit,2011,Qatar,1.33711644,,,181.374,5/8/2024 0:00
Qatar-3 b,1,1,Transit,2017,Qatar,2.50789979,,,735.601,3/4/2024 0:00
Qatar-4 b,1,1,Transit,2017,Qatar,1.80537598,12.016,,329.036,9/16/2024 0:00
Qatar-5 b,1,1,Transit,2017,Qatar,2.87929997,,,367.658,3/4/2024 0:00
Qatar-6 b,2,1,Transit,2017,Qatar,3.50616494,12.858,,100.848,3/29/2023 0:00
Qatar-7 b,1,1,Transit,2019,Qatar,2.03202332,,,705.981,3/4/2024 0:00
Qatar-8 b,1,1,Transit,2019,Qatar,3.7146458,,,281.498,3/4/2024 0:00
Qatar-9 b,1,1,Transit,2019,Qatar,1.540776,13.367,,213.771,8/30/2024 0:00
ROXs 12 b,2,1,Imaging,2013,W. M. Keck Observatory,,,,136.65,9/15/2016 0:00
ROXs 42 B b,2,1,Imaging,2013,Multiple Observatories,,,,143.59,9/15/2016 0:00
RR Cae b,2,1,Eclipse Timing Variations,2012,Leoncito Astronomical Complex,4343.5,,1334.886,21.1916,8/27/2015 0:00
Ross 128 b,1,1,Radial Velocity,2017,La Silla Observatory,9.8658,,1.4,3.37454,11/17/2017 0:00
Ross 458 c,2,1,Imaging,2010,Las Campanas Observatory,,14.011,1906.98,11.5094,9/24/2020 0:00
Ross 508 b,1,1,Radial Velocity,2022,Subaru Telescope,10.77,,4,11.2103,6/8/2022 0:00
SPECULOOS-3 b,1,1,Transit,2024,SPECULOOS Southern Observatory,0.71912603,0.977,,,5/21/2024 0:00
SR 12 AB c,2,1,Imaging,2010,Infrared Survey Facility,,,4131.62,,5/14/2014 0:00
SWEEPS-11 b,1,1,Transit,2006,Hubble Space Telescope,1.796,12.666,3082.82,,5/14/2014 0:00
SWEEPS-4 b,1,1,Transit,2006,Hubble Space Telescope,4.2,9.079,1207.7,,5/14/2014 0:00
TAP 26 b,1,1,Radial Velocity,2017,Multiple Facilities,10.79,,527.5978,121.402,2/2/2017 0:00
TCP J05074264+2447555 b,1,1,Microlensing,2018,Multiple Observatories,,,20,505,10/19/2021 0:00
TIC 139270665 b,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),23.624,7.23,147.15455,189.875,5/8/2024 0:00
TIC 139270665 c,1,2,Radial Velocity,2024,Lick Observatory,1010,,1554.18091,189.875,5/8/2024 0:00
TIC 172900988 b,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),151.2,,603.87397,250.956,10/22/2024 0:00
TIC 237913194 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.1689723,11.795,,306.063,8/9/2022 0:00
TIC 241249530 b,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),165.7719,13.294,1582.78547,324.448,7/22/2024 0:00
TIC 257060897 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.66003195,17.557,,505.703,9/16/2024 0:00
TIC 279401253 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),76.8,11.209,1951.46642,285.584,3/15/2023 0:00
TIC 279401253 c,1,2,Transit,2023,Multiple Observatories,155.3,,2548.98382,285.584,3/15/2023 0:00
TIC 365102760 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.21285367,6.21,19.2,555.546,1/22/2025 0:00
TIC 393818343 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),,,,93.7345,10/22/2024 0:00
TIC 46432937 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.44044527,13.316,1017.0509,90.5369,7/22/2024 0:00
TIC 4672985 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),69.048,11.5,4049.13391,253.385,8/29/2024 0:00
TOI-1052 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.13980397,3.063,,129.804,10/21/2023 0:00
TOI-1052 c,1,2,Radial Velocity,2023,Multiple Observatories,35.806,,34.3,129.804,8/7/2023 0:00
TOI-1062 b,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.1150576,2.301,,82.1733,10/21/2023 0:00
TOI-1062 c,1,2,Radial Velocity,2021,La Silla Observatory,7.972,,9.78,82.1733,8/3/2021 0:00
TOI-1064 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.44386575,2.46,,68.0726,5/8/2024 0:00
TOI-1064 c,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.22655952,2.601,,68.0726,5/8/2024 0:00
TOI-1075 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.60473924,1.863,,61.4592,9/16/2024 0:00
