Planet Name,Number of Stars,Number of Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period (days),Planet Radius (Earth Radius),Planet Mass,Distance From Earth,Release Date
TOI-1107 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.07823916,13.898,,281.314,2/16/2024 0:00
TOI-1130 b,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.074554,3.66,19.8,58.2609,8/30/2024 0:00
TOI-1130 c,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.35038,16.813,308.29355,58.2609,11/20/2024 0:00
TOI-1135 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.0277331,9.085,,114.048,8/30/2024 0:00
TOI-1136 b,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.17278,1.9,31,84.5362,7/22/2024 0:00
TOI-1136 c,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.2569,2.769,7.6,84.5362,7/22/2024 0:00
TOI-1136 d,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.51861,4.621,12.3,84.5362,7/22/2024 0:00
TOI-1136 e,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.79554697,2.16,,84.5362,9/30/2024 0:00
TOI-1136 f,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),26.317822,3.736,32,84.5362,7/22/2024 0:00
TOI-1136 g,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),39.5387,2.53,12.2,84.5362,7/22/2024 0:00
TOI-1173 b,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.06466,9.19,27.4,132.353,8/7/2024 0:00
TOI-1174 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.95348768,2.562,,94.6375,12/10/2024 0:00
TOI-1180 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),9.68676038,3.072,,72.0238,12/10/2024 0:00
TOI-1181 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.1031647,16.709,,302.819,11/20/2024 0:00
TOI-1184 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.7484338,2.39,,58.5946,12/10/2024 0:00
TOI-1194 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.3106446,8.717,120,149.667,7/22/2024 0:00
TOI-1199 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.6714717,10.678,,248.427,5/13/2024 0:00
TOI-1201 b,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.49197708,2.219,,37.8871,5/20/2024 0:00
TOI-122 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.07803253,2.635,,62.118,9/16/2024 0:00
TOI-1221 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),91.68278323,3.24,,138.411,9/16/2024 0:00
TOI-1224 b,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.1782745,2.104,,37.3312,7/12/2024 0:00
TOI-1224 c,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),17.945466,2.884,,37.3312,7/12/2024 0:00
TOI-1227 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),27.36137784,6.452,,100.641,2/16/2024 0:00
TOI-1231 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),24.24549669,3.879,,27.6227,9/30/2024 0:00
TOI-1235 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.4447015,2.005,,39.6345,4/7/2024 0:00
TOI-1244 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),6.40031648,2.467,,102.551,12/10/2024 0:00
TOI-1246 b,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.30745132,3.282,,169.422,6/27/2023 0:00
TOI-1246 c,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.904137,2.451,9.1,169.422,7/22/2024 0:00
TOI-1246 d,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.654874,3.431,5.4,169.422,7/22/2024 0:00
TOI-1246 e,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),37.92548,3.514,14.5,169.422,7/22/2024 0:00
TOI-1248 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.36015363,6.956,,168.735,11/20/2024 0:00
TOI-1249 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),13.079151,3.271,11.9,139.49,7/22/2024 0:00
TOI-125 b,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.651853,,,111.059,3/4/2024 0:00
TOI-125 c,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.1549418,2.62,,111.059,10/14/2024 0:00
TOI-125 d,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.9815709,2.547,,111.059,10/21/2023 0:00
TOI-1259 A b,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.4779791,,,118.106,3/4/2024 0:00
TOI-1260 b,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.127463,2.41,8.56,73.5977,12/17/2022 0:00
TOI-1260 c,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),7.493134,2.76,13.2,73.5977,12/17/2022 0:00
TOI-1260 d,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),49.82516596,3.832,,73.5977,12/18/2022 0:00
TOI-1266 b,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.894841,2.62,4.23,36.0118,3/25/2024 0:00
TOI-1266 c,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.801611,2.13,2.88,36.0118,3/25/2024 0:00
TOI-1268 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),8.157721,9.319,,109.557,5/13/2024 0:00
TOI-1269 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.25296414,2.348,,172.138,9/16/2024 0:00
TOI-1272 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.31599,4.132,27,137.572,7/23/2024 0:00
TOI-1272 c,1,2,Radial Velocity,2022,W. M. Keck Observatory,8.6811,,21.7,137.572,7/22/2024 0:00
TOI-1273 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.631296,11.097,70.55791,177.118,3/5/2024 0:00
TOI-1278 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.47510623,8.698,,75.5759,6/27/2023 0:00
TOI-1279 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),9.61416357,3.226,,107.055,9/30/2024 0:00
TOI-128.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.9404681,2.219,,68.4727,6/11/2024 0:00
TOI-1288 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.6998294,4.946,,114.865,8/30/2024 0:00
TOI-1288 c,1,2,Radial Velocity,2022,Multiple Observatories,416,,85.7,114.865,7/22/2024 0:00
TOI-1294 b,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.915292,10.124,63.9,332.648,7/22/2024 0:00
TOI-1294 c,1,2,Radial Velocity,2024,W. M. Keck Observatory,159.9,,147,332.648,7/22/2024 0:00
TOI-1295 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.1968838,15.693,451.31634,388.227,1/24/2025 0:00
TOI-1296 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.9443736,14.116,95.3,323.265,7/23/2024 0:00
TOI-1298 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.537143,9.658,99,319.036,7/23/2024 0:00
TOI-1301.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),6.09640721,2.477,,90.8693,12/10/2024 0:00
TOI-132 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.10968488,3.518,,163.678,8/8/2022 0:00
TOI-1333 b,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.7201912,15.21,,200.492,12/18/2022 0:00
TOI-1338 b,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),95.174,7.85,,399.017,8/16/2024 0:00
TOI-1338 c,2,2,Radial Velocity,2023,Multiple Observatories,215.79,,75.4,399.017,8/7/2024 0:00
TOI-1347 b,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.84742431,1.814,12.2,147.476,7/23/2024 0:00
TOI-1347 c,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.841968,1.678,9,147.476,7/23/2024 0:00
TOI-1386 b,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),25.8386422,4.312,,146.858,12/16/2024 0:00
TOI-1386 c,1,2,Radial Velocity,2024,W. M. Keck Observatory,232,,75.2,146.858,7/23/2024 0:00
TOI-139 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),11.07085753,2.334,,42.4061,9/16/2024 0:00
TOI-1408 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.424712,8.056,,139.484,8/30/2024 0:00
TOI-1408 c,1,2,Transit Timing Variations,2024,Transiting Exoplanet Survey Satellite (TESS),2.2222094,1.395,,139.484,10/14/2024 0:00
TOI-1410 c,1,2,Radial Velocity,2024,W. M. Keck Observatory,47.56,,27,72.7512,7/23/2024 0:00
TOI-1410.01,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.21687,3.101,12.5,72.7512,7/23/2024 0:00
TOI-1411 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.4520486,1.404,,32.4778,8/16/2024 0:00
TOI-1416 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.0697621,1.6,,55.0135,11/20/2024 0:00
TOI-1420 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.9561063,11.89,25.1,201.918,11/6/2023 0:00
TOI-1422 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.9967,3.937,12.1,155.141,7/22/2024 0:00
TOI-1431 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.650232,15.933,,148.925,11/20/2024 0:00
TOI-1437 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),18.840942,2.24,9.6,103.297,8/29/2024 0:00
TOI-1439 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),27.64390595,3.995,,230.306,9/30/2024 0:00
TOI-1442 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.40906806,1.183,,41.1659,2/25/2023 0:00
TOI-1443 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),23.5406962,2.134,,85.8034,9/3/2024 0:00
TOI-1444 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.4702743,1.418,3.58,125.463,7/23/2024 0:00
TOI-1448 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.112245,2.749,19.5,73.3345,6/10/2024 0:00
TOI-1450 A b,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.0439274,1.13,1.258,22.4467,6/10/2024 0:00
TOI-1450 A c,2,2,Transit,2024,Gemini Observatory,5.0688,,1.527,22.4467,6/10/2024 0:00
TOI-1451 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.537944,2.611,15.2,91.9362,7/23/2024 0:00
TOI-1452 b,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),11.06199374,1.618,,30.5212,6/27/2023 0:00
TOI-1467 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.97114713,1.92,,37.4418,12/10/2024 0:00
TOI-1468 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.88053102,1.455,,24.7399,3/16/2023 0:00
TOI-1468 c,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),15.53243849,2.014,,24.7399,3/16/2023 0:00
TOI-1470 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.527093,2.18,7.32,51.9503,8/7/2023 0:00
TOI-1470 c,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),18.08816,2.47,7.24,51.9503,8/7/2023 0:00
TOI-1472 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),6.36381,4.16,16.5,121.84,7/22/2024 0:00
TOI-1478 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.1803074,,,152.892,3/4/2024 0:00
TOI-150.01,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.8574204,,,336.267,3/4/2024 0:00
TOI-1516 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.0560153,17.277,,247.054,8/30/2024 0:00
TOI-1518 b,1,1,Transit,2021,Multiple Observatories,1.9026144,,,225.888,3/4/2024 0:00
TOI-157 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.08453882,,,355.683,3/4/2024 0:00
TOI-1601 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.33175,14.199,387,336.608,7/22/2024 0:00
TOI-163 b,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.2311144,,,411.719,3/4/2024 0:00
TOI-1630.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),12.05573473,2.417,,66.0929,12/10/2024 0:00
TOI-1634 b,2,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.9893455,1.773,7.57,35.2736,7/10/2023 0:00
TOI-1634 c,2,2,Radial Velocity,2022,Multiple Observatories,103,,,35.2736,7/11/2023 0:00
TOI-1659.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.87755633,2.255,,122.494,12/10/2024 0:00
TOI-1669 b,1,2,Radial Velocity,2023,W. M. Keck Observatory,500,,191,111.276,7/22/2024 0:00
TOI-1669 c,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.6800572,2.363,,111.276,8/30/2024 0:00
TOI-1670 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),10.9836724,2.356,,168.067,8/30/2024 0:00
TOI-1670 c,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),40.7501028,10.127,,168.067,11/20/2024 0:00
TOI-1680 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.80265608,1.42,,37.2209,10/21/2023 0:00
TOI-1683.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.05752396,2.488,,51.1884,12/10/2024 0:00
TOI-1685 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.66913924,1.468,3.03,37.6153,8/7/2024 0:00
TOI-169 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.2554454,,,407.84,3/4/2024 0:00
TOI-1691 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.73688893,3.66,,111.445,12/10/2024 0:00
TOI-1693 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.76669201,1.557,,30.7947,6/10/2024 0:00
TOI-1694 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.770107,5.342,31.3,124.68,7/22/2024 0:00
TOI-1694 c,1,2,Radial Velocity,2023,W. M. Keck Observatory,393.1,,297,124.68,7/22/2024 0:00
TOI-1695 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.13429456,1.799,,45.1309,5/26/2023 0:00
TOI-1696 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.5005291,3.171,,64.9172,3/16/2023 0:00
TOI-1710 b,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),24.2833782,5.212,,81.2271,8/30/2024 0:00
TOI-1716.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.08237655,3.143,,104.158,12/10/2024 0:00
TOI-172 b,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.476936,,,342.831,3/4/2024 0:00
TOI-1723 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),13.72701264,3.435,,100.727,12/10/2024 0:00
TOI-1728 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.491405,,,60.798,3/4/2024 0:00
TOI-1736 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.0731184,2.737,,88.9482,8/30/2024 0:00
TOI-1736 c,1,2,Radial Velocity,2023,Haute-Provence Observatory,571.25,,2441,88.9482,7/23/2024 0:00
TOI-1739 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.30334141,1.946,,70.9819,12/10/2024 0:00
TOI-1742 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),21.269127,1.894,,72.8871,11/20/2024 0:00
TOI-1744.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),22.34170293,2.68,,114.39,12/10/2024 0:00
TOI-1749 b,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.3889051,1.34,,99.5561,6/12/2023 0:00
TOI-1749 c,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.48913668,1.998,,99.5561,6/27/2023 0:00
TOI-1749 d,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.04470385,2.249,,99.5561,6/12/2023 0:00
TOI-1751 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),37.4686602,2.335,,113.335,11/20/2024 0:00
TOI-1753 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.3846104,2.479,16.6,226.671,7/22/2024 0:00
TOI-1758 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),20.70507468,3.62,,96.6215,12/10/2024 0:00
TOI-1759 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.8500438,3.091,,40.0654,11/20/2024 0:00
TOI-1768.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.33770365,3.453,,157.597,12/10/2024 0:00
TOI-1772.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.05424687,2.905,,97.7562,12/10/2024 0:00
TOI-1775 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),10.2405549,8.047,96,149.234,7/23/2024 0:00
TOI-1776 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.799868,1.216,1.4,44.647,7/23/2024 0:00
TOI-1777.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),14.65011197,2.246,,79.7665,12/10/2024 0:00
TOI-178 b,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.914558,1.152,1.5,62.699,3/18/2021 0:00
TOI-178 c,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.23842532,1.515,,62.699,8/9/2022 0:00
TOI-178 d,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.5578513,2.545,,62.699,11/6/2023 0:00
TOI-178 e,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.96163469,2.281,,62.699,10/14/2024 0:00
TOI-178 f,1,6,Transit,2021,Multiple Observatories,15.231915,2.287,7.72,62.699,3/18/2021 0:00
TOI-178 g,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),20.708504,3.751,,62.699,8/9/2022 0:00
TOI-1782.01,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.98764103,2.368,,95.2649,12/10/2024 0:00
TOI-1782.02,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.82902423,1.839,,95.2649,12/10/2024 0:00
TOI-1789 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.2087183,,,229.067,3/4/2024 0:00
TOI-1794 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.765528,3.297,8.7,155.791,7/22/2024 0:00
TOI-1798.01,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.02152233,2.448,,113.181,12/10/2024 0:00
TOI-1798.02,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.43781182,1.464,,113.181,12/10/2024 0:00
TOI-1799 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.09457086,1.642,,62.1274,12/10/2024 0:00
TOI-1801 b,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.643985,1.961,16,30.6796,7/22/2024 0:00
TOI-1806.01,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),15.1454693,3.41,,55.5211,6/11/2024 0:00
TOI-1807 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.54937097,1.497,2.44,42.5775,7/23/2024 0:00
TOI-181 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.532,6.956,46.1687,96.2338,3/15/2023 0:00
TOI-1811 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.7130765,11.142,308.92921,128.23,3/15/2023 0:00
TOI-1820 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.860673,11.427,,248.504,3/16/2023 0:00
TOI-1823 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),38.8,7.541,67.4,71.6456,7/23/2024 0:00
TOI-1824 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),22.808533,2.744,16,59.4314,7/23/2024 0:00
TOI-1836 b,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),20.38084,8.564,29.24021,191.649,11/20/2024 0:00
TOI-1836 c,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.7727505,2.735,,191.649,8/30/2024 0:00
TOI-1842 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.574,11.882,60.3874,223.465,8/29/2024 0:00
TOI-1853 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.2436239,3.893,,165.105,12/4/2023 0:00
TOI-1855 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.36414864,18.495,360.09959,176.833,7/23/2024 0:00
TOI-1859 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),63.4839358,11.149,,224.385,11/20/2024 0:00
TOI-1860 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.0662082,1.088,,45.864,5/13/2024 0:00
TOI-1883 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.50638,5.65,,115.369,10/22/2024 0:00
TOI-1898 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),45.52214556,9.706,,79.6682,9/30/2024 0:00
TOI-1899 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),29.090312,11.097,212.94503,128.438,4/15/2024 0:00
TOI-1937 A b,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.9466787,14.666,,415.135,12/4/2023 0:00
TOI-198 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.21501679,1.478,,23.7262,12/4/2023 0:00
TOI-199 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),104.8729635,10.223,,102.27,12/4/2023 0:00
TOI-199 c,1,2,Transit Timing Variations,2023,Multiple Observatories,273.69,,88.99195,102.27,10/9/2023 0:00
TOI-1994 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.0337142,13.675,7024.00779,515.603,3/10/2024 0:00
TOI-2000 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.098367,2.471,,175.713,12/4/2023 0:00
TOI-2000 c,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.1270425,8.362,,175.713,12/4/2023 0:00
TOI-201 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),52.978197,,,113.825,3/4/2024 0:00
TOI-2010 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),141.834025,11.814,408.72733,109.19,11/29/2023 0:00
TOI-2015 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.348968,3.39,16.4,47.3444,5/28/2024 0:00
TOI-2018 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.4355709,2.276,,27.9956,10/14/2024 0:00
TOI-2019 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),15.3468182,3.996,,198.007,8/16/2024 0:00
TOI-2025 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),8.87205415,11.985,,335.985,6/27/2023 0:00
TOI-2046 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.49714467,16.253,,289.668,2/22/2023 0:00
TOI-2048 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),13.7905315,2.602,,116.567,3/28/2023 0:00
TOI-206 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.73631322,1.533,,47.7465,1/22/2024 0:00
TOI-2068 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.768915,1.821,,52.9328,4/15/2024 0:00
TOI-2076 b,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.355096,2.771,16.1,41.9091,7/22/2024 0:00
TOI-2076 c,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),21.015327,3.694,55,41.9091,7/22/2024 0:00
TOI-2076 d,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),35.125686,3.431,29,41.9091,7/22/2024 0:00
TOI-2081 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),10.50543617,1.948,,62.3446,6/27/2023 0:00
TOI-2084 b,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.0784031,2.074,,114.549,12/4/2023 0:00
TOI-2088 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),124.72997,3.683,37,126.46,7/22/2024 0:00
TOI-2095 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.664866,1.298,,41.9176,9/30/2024 0:00
TOI-2095 c,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),28.17225007,1.448,,41.9176,9/30/2024 0:00
TOI-2096 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.11907156,1.623,,48.4809,12/4/2023 0:00
TOI-2096 c,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.38782016,2.041,,48.4809,12/4/2023 0:00
TOI-2107 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.4545467,13.574,263.79758,236.705,7/23/2024 0:00
TOI-2109 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.67249,15.729,,262.041,5/15/2023 0:00
TOI-2120 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.7998164,2.122,6.8,32.1755,6/10/2024 0:00
TOI-2128 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.34136,2.089,4.5,36.578,7/23/2024 0:00
TOI-2134 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.2292078,3.219,,22.6202,9/30/2024 0:00
TOI-2134 c,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),95.8531625,5.958,,22.6202,9/30/2024 0:00
TOI-2136 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),7.8519082,2.171,,33.3631,8/9/2022 0:00
TOI-2141 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),18.2616878,2.86,,77.682,8/30/2024 0:00
